Query Sequence	GO:EggNOG GO Cellular
jg1938.t1	GO:0005737-cytoplasm(L=4)
jg1938.t1	GO:0009579-thylakoid(L=4)
jg1938.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1938.t1	GO:0044444-cytoplasmic part(L=4)
jg30603.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6962.t1	GO:0005737-cytoplasm(L=4)
jg6962.t1	GO:0005829-cytosol(L=4)
jg6962.t1	GO:0044444-cytoplasmic part(L=4)
jg6449.t1	GO:0016021-integral component of membrane(L=4)
jg7628.t1	GO:0005618-cell wall(L=4)
jg7628.t1	GO:0005635-nuclear envelope(L=4)
jg7628.t1	GO:0005737-cytoplasm(L=4)
jg7628.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7628.t1	GO:0044444-cytoplasmic part(L=4)
jg30647.t1	GO:0005737-cytoplasm(L=4)
jg30647.t1	GO:0005794-Golgi apparatus(L=4)
jg30647.t1	GO:0016469-proton-transporting two-sector ATPase complex(L=4)
jg30647.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg30647.t1	GO:0044444-cytoplasmic part(L=4)
jg25508.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16873.t1	GO:0005737-cytoplasm(L=4)
jg12426.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7002.t1	GO:0005737-cytoplasm(L=4)
jg7002.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7002.t1	GO:0044444-cytoplasmic part(L=4)
jg1398.t1	GO:0005737-cytoplasm(L=4)
jg1398.t1	GO:0005783-endoplasmic reticulum(L=4)
jg1398.t1	GO:0005794-Golgi apparatus(L=4)
jg1398.t1	GO:0009579-thylakoid(L=4)
jg1398.t1	GO:0016021-integral component of membrane(L=4)
jg1398.t1	GO:0034357-photosynthetic membrane(L=4)
jg1398.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1398.t1	GO:0044436-thylakoid part(L=4)
jg1398.t1	GO:0044444-cytoplasmic part(L=4)
jg33307.t1	GO:0005737-cytoplasm(L=4)
jg33307.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33307.t1	GO:0044444-cytoplasmic part(L=4)
jg35141.t1	GO:0005737-cytoplasm(L=4)
jg35141.t1	GO:0005794-Golgi apparatus(L=4)
jg35141.t1	GO:0005829-cytosol(L=4)
jg35141.t1	GO:0016469-proton-transporting two-sector ATPase complex(L=4)
jg35141.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg35141.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35141.t1	GO:0044444-cytoplasmic part(L=4)
jg23658.t1	GO:0030880-RNA polymerase complex(L=4)
jg23658.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15699.t1	GO:0000159-protein phosphatase type 2A complex(L=4)
jg15699.t1	GO:0005737-cytoplasm(L=4)
jg15699.t1	GO:0005829-cytosol(L=4)
jg15699.t1	GO:0044444-cytoplasmic part(L=4)
jg21687.t1	GO:0016021-integral component of membrane(L=4)
jg8494.t1	GO:0005635-nuclear envelope(L=4)
jg8494.t1	GO:0005737-cytoplasm(L=4)
jg8494.t1	GO:0005829-cytosol(L=4)
jg8494.t1	GO:0016021-integral component of membrane(L=4)
jg8494.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8494.t1	GO:0044444-cytoplasmic part(L=4)
jg8494.t1	GO:0046930-pore complex(L=4)
jg20355.t1	GO:0005737-cytoplasm(L=4)
jg20355.t1	GO:0005794-Golgi apparatus(L=4)
jg20355.t1	GO:0016021-integral component of membrane(L=4)
jg20355.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20355.t1	GO:0044444-cytoplasmic part(L=4)
jg10962.t1	GO:0005737-cytoplasm(L=4)
jg10962.t1	GO:0009579-thylakoid(L=4)
jg10962.t1	GO:0034357-photosynthetic membrane(L=4)
jg10962.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg10962.t1	GO:0044436-thylakoid part(L=4)
jg10962.t1	GO:0044444-cytoplasmic part(L=4)
jg21675.t1	GO:0005737-cytoplasm(L=4)
jg21675.t1	GO:0005783-endoplasmic reticulum(L=4)
jg21675.t1	GO:0005794-Golgi apparatus(L=4)
jg21675.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21675.t1	GO:0044444-cytoplasmic part(L=4)
jg36897.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15914.t1	GO:0016021-integral component of membrane(L=4)
jg15914.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27143.t1	GO:0005737-cytoplasm(L=4)
jg27143.t1	GO:0005794-Golgi apparatus(L=4)
jg27143.t1	GO:0016021-integral component of membrane(L=4)
jg27143.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27143.t1	GO:0044444-cytoplasmic part(L=4)
jg16203.t1	GO:0005952-cAMP-dependent protein kinase complex(L=4)
jg1162.t1	GO:0005737-cytoplasm(L=4)
jg1162.t1	GO:0016021-integral component of membrane(L=4)
jg1162.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1162.t1	GO:0044444-cytoplasmic part(L=4)
jg22094.t1	GO:0005737-cytoplasm(L=4)
jg22094.t1	GO:0005829-cytosol(L=4)
jg22094.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg22094.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg22094.t1	GO:0044444-cytoplasmic part(L=4)
jg26792.t1	GO:0005737-cytoplasm(L=4)
jg26792.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26792.t1	GO:0044444-cytoplasmic part(L=4)
jg26419.t1	GO:0005737-cytoplasm(L=4)
jg26419.t1	GO:0005794-Golgi apparatus(L=4)
jg26419.t1	GO:0016021-integral component of membrane(L=4)
jg26419.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26419.t1	GO:0044444-cytoplasmic part(L=4)
jg27933.t1	GO:0005737-cytoplasm(L=4)
jg27933.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg27933.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27933.t1	GO:0044444-cytoplasmic part(L=4)
jg15488.t1	GO:0005618-cell wall(L=4)
jg15488.t1	GO:0005737-cytoplasm(L=4)
jg15488.t1	GO:0005829-cytosol(L=4)
jg15488.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15488.t1	GO:0044444-cytoplasmic part(L=4)
jg33281.t1	GO:0005737-cytoplasm(L=4)
jg33281.t1	GO:0009579-thylakoid(L=4)
jg33281.t1	GO:0016021-integral component of membrane(L=4)
jg33281.t1	GO:0019866-organelle inner membrane(L=4)
jg33281.t1	GO:0034357-photosynthetic membrane(L=4)
jg33281.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33281.t1	GO:0044436-thylakoid part(L=4)
jg33281.t1	GO:0044444-cytoplasmic part(L=4)
jg24986.t1	GO:0005737-cytoplasm(L=4)
jg24986.t1	GO:0005829-cytosol(L=4)
jg24986.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24986.t1	GO:0044444-cytoplasmic part(L=4)
jg27420.t1	GO:0005737-cytoplasm(L=4)
jg27420.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27420.t1	GO:0044444-cytoplasmic part(L=4)
jg13755.t1	GO:0005737-cytoplasm(L=4)
jg13755.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13755.t1	GO:0044444-cytoplasmic part(L=4)
jg26624.t1	GO:0016021-integral component of membrane(L=4)
jg16290.t1	GO:0005737-cytoplasm(L=4)
jg16290.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg16290.t1	GO:0044444-cytoplasmic part(L=4)
jg37052.t1	GO:0005694-chromosome(L=4)
jg37052.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15549.t1	GO:0005635-nuclear envelope(L=4)
jg15549.t1	GO:0005737-cytoplasm(L=4)
jg15549.t1	GO:0005783-endoplasmic reticulum(L=4)
jg15549.t1	GO:0005829-cytosol(L=4)
jg15549.t1	GO:0005887-integral component of plasma membrane(L=4)
jg15549.t1	GO:0016021-integral component of membrane(L=4)
jg15549.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15549.t1	GO:0044444-cytoplasmic part(L=4)
jg8990.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg34117.t1	GO:0005618-cell wall(L=4)
jg35720.t1	GO:0005737-cytoplasm(L=4)
jg35720.t1	GO:0005829-cytosol(L=4)
jg35720.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg35720.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35720.t1	GO:0044444-cytoplasmic part(L=4)
jg29385.t1	GO:0005737-cytoplasm(L=4)
jg29385.t1	GO:0005794-Golgi apparatus(L=4)
jg29385.t1	GO:0016021-integral component of membrane(L=4)
jg29385.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg29385.t1	GO:0044444-cytoplasmic part(L=4)
jg23978.t1	GO:0005737-cytoplasm(L=4)
jg23978.t1	GO:0005783-endoplasmic reticulum(L=4)
jg23978.t1	GO:0005829-cytosol(L=4)
jg23978.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23978.t1	GO:0044444-cytoplasmic part(L=4)
jg2455.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg2455.t1	GO:0000502-proteasome complex(L=4)
jg2455.t1	GO:0005737-cytoplasm(L=4)
jg2455.t1	GO:0005829-cytosol(L=4)
jg2455.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg2455.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg2455.t1	GO:0044444-cytoplasmic part(L=4)
jg16277.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27419.t1	GO:0005737-cytoplasm(L=4)
jg27419.t1	GO:0005829-cytosol(L=4)
jg27419.t1	GO:0009579-thylakoid(L=4)
jg27419.t1	GO:0016021-integral component of membrane(L=4)
jg27419.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg27419.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27419.t1	GO:0044444-cytoplasmic part(L=4)
jg9116.t1	GO:0005737-cytoplasm(L=4)
jg9116.t1	GO:0016021-integral component of membrane(L=4)
jg9116.t1	GO:0019866-organelle inner membrane(L=4)
jg9116.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg9116.t1	GO:0044444-cytoplasmic part(L=4)
jg8267.t1	GO:0005737-cytoplasm(L=4)
jg8267.t1	GO:0005829-cytosol(L=4)
jg8267.t1	GO:0044444-cytoplasmic part(L=4)
jg16834.t1	GO:0005737-cytoplasm(L=4)
jg16834.t1	GO:0005829-cytosol(L=4)
jg16834.t1	GO:0044444-cytoplasmic part(L=4)
jg15545.t1	GO:0005618-cell wall(L=4)
jg15545.t1	GO:0005737-cytoplasm(L=4)
jg15545.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15545.t1	GO:0044444-cytoplasmic part(L=4)
jg18168.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26566.t1	GO:0005618-cell wall(L=4)
jg26566.t1	GO:0005737-cytoplasm(L=4)
jg26566.t1	GO:0005829-cytosol(L=4)
jg26566.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg26566.t1	GO:0044444-cytoplasmic part(L=4)
jg26566.t1	GO:0070062-extracellular exosome(L=4)
jg16712.t1	GO:0005737-cytoplasm(L=4)
jg16712.t1	GO:0005829-cytosol(L=4)
jg16712.t1	GO:0044444-cytoplasmic part(L=4)
jg8504.t1	GO:0005737-cytoplasm(L=4)
jg8504.t1	GO:0005794-Golgi apparatus(L=4)
jg8504.t1	GO:0016021-integral component of membrane(L=4)
jg8504.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8504.t1	GO:0044444-cytoplasmic part(L=4)
jg34826.t1	GO:0005737-cytoplasm(L=4)
jg34826.t1	GO:0005829-cytosol(L=4)
jg34826.t1	GO:0044444-cytoplasmic part(L=4)
jg27827.t1	GO:0005737-cytoplasm(L=4)
jg27827.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27827.t1	GO:0044444-cytoplasmic part(L=4)
jg16350.t1	GO:0005737-cytoplasm(L=4)
jg16350.t1	GO:0005794-Golgi apparatus(L=4)
jg16350.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16350.t1	GO:0044444-cytoplasmic part(L=4)
jg1307.t1	GO:0005737-cytoplasm(L=4)
jg1307.t1	GO:0009579-thylakoid(L=4)
jg1307.t1	GO:0034357-photosynthetic membrane(L=4)
jg1307.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg1307.t1	GO:0044436-thylakoid part(L=4)
jg1307.t1	GO:0044444-cytoplasmic part(L=4)
jg2854.t1	GO:0005737-cytoplasm(L=4)
jg2854.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg2854.t1	GO:0044444-cytoplasmic part(L=4)
jg11272.t1	GO:0005737-cytoplasm(L=4)
jg11272.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg11272.t1	GO:0044444-cytoplasmic part(L=4)
jg13976.t1	GO:0005737-cytoplasm(L=4)
jg13976.t1	GO:0005783-endoplasmic reticulum(L=4)
jg13976.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg13976.t1	GO:0044444-cytoplasmic part(L=4)
jg14390.t1	GO:0005737-cytoplasm(L=4)
jg14390.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg14390.t1	GO:0044444-cytoplasmic part(L=4)
jg36018.t1	GO:0005737-cytoplasm(L=4)
jg36018.t1	GO:0016021-integral component of membrane(L=4)
jg36018.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg36018.t1	GO:0044444-cytoplasmic part(L=4)
jg33119.t1	GO:0005737-cytoplasm(L=4)
jg33119.t1	GO:0005829-cytosol(L=4)
jg33119.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg33119.t1	GO:0044444-cytoplasmic part(L=4)
jg23266.t1	GO:0005737-cytoplasm(L=4)
jg23266.t1	GO:0005829-cytosol(L=4)
jg23266.t1	GO:0044444-cytoplasmic part(L=4)
jg5162.t1	GO:0005618-cell wall(L=4)
jg5162.t1	GO:0005737-cytoplasm(L=4)
jg5162.t1	GO:0005829-cytosol(L=4)
jg5162.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg5162.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5162.t1	GO:0044444-cytoplasmic part(L=4)
jg8452.t1	GO:0005737-cytoplasm(L=4)
jg8452.t1	GO:0005829-cytosol(L=4)
jg8452.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg8452.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8452.t1	GO:0044444-cytoplasmic part(L=4)
jg4903.t1	GO:0005737-cytoplasm(L=4)
jg4903.t1	GO:0016021-integral component of membrane(L=4)
jg4903.t1	GO:0019866-organelle inner membrane(L=4)
jg4903.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg4903.t1	GO:0044444-cytoplasmic part(L=4)
jg24706.t1	GO:0005737-cytoplasm(L=4)
jg24706.t1	GO:0009579-thylakoid(L=4)
jg24706.t1	GO:0016021-integral component of membrane(L=4)
jg24706.t1	GO:0034357-photosynthetic membrane(L=4)
jg24706.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg24706.t1	GO:0044436-thylakoid part(L=4)
jg24706.t1	GO:0044444-cytoplasmic part(L=4)
jg15872.t1	GO:0005618-cell wall(L=4)
jg15872.t1	GO:0005635-nuclear envelope(L=4)
jg15872.t1	GO:0005737-cytoplasm(L=4)
jg15872.t1	GO:0005783-endoplasmic reticulum(L=4)
jg15872.t1	GO:0005794-Golgi apparatus(L=4)
jg15872.t1	GO:0016021-integral component of membrane(L=4)
jg15872.t1	GO:0031301-integral component of organelle membrane(L=4)
jg15872.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15872.t1	GO:0044444-cytoplasmic part(L=4)
jg26022.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6364.t1	GO:0005618-cell wall(L=4)
jg6364.t1	GO:0005737-cytoplasm(L=4)
jg6364.t1	GO:0005829-cytosol(L=4)
jg6364.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg6364.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg6364.t1	GO:0044444-cytoplasmic part(L=4)
jg5431.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27292.t1	GO:0031225-anchored component of membrane(L=4)
jg27292.t1	GO:0046658-anchored component of plasma membrane(L=4)
jg27448.t1	GO:0005737-cytoplasm(L=4)
jg27448.t1	GO:0009521-photosystem(L=4)
jg27448.t1	GO:0009579-thylakoid(L=4)
jg27448.t1	GO:0016021-integral component of membrane(L=4)
jg27448.t1	GO:0034357-photosynthetic membrane(L=4)
jg27448.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg27448.t1	GO:0044436-thylakoid part(L=4)
jg27448.t1	GO:0044444-cytoplasmic part(L=4)
jg17345.t1	GO:0005737-cytoplasm(L=4)
jg17345.t1	GO:0016021-integral component of membrane(L=4)
jg17345.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg17345.t1	GO:0044444-cytoplasmic part(L=4)
jg7672.t1	GO:0005737-cytoplasm(L=4)
jg7672.t1	GO:0005794-Golgi apparatus(L=4)
jg7672.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7672.t1	GO:0044444-cytoplasmic part(L=4)
jg23320.t1	GO:0016021-integral component of membrane(L=4)
jg23890.t1	GO:0005737-cytoplasm(L=4)
jg23890.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg21753.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35358.t1	GO:0005737-cytoplasm(L=4)
jg35358.t1	GO:0005829-cytosol(L=4)
jg35358.t1	GO:0012506-vesicle membrane(L=4)
jg35358.t1	GO:0030117-membrane coat(L=4)
jg35358.t1	GO:0030120-vesicle coat(L=4)
jg35358.t1	GO:0031410-cytoplasmic vesicle(L=4)
jg35358.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35358.t1	GO:0044444-cytoplasmic part(L=4)
jg37177.t1	GO:0005737-cytoplasm(L=4)
jg37177.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg37177.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg37177.t1	GO:0044444-cytoplasmic part(L=4)
jg11237.t1	GO:0005737-cytoplasm(L=4)
jg11237.t1	GO:0005829-cytosol(L=4)
jg11237.t1	GO:0044444-cytoplasmic part(L=4)
jg15952.t1	GO:0005737-cytoplasm(L=4)
jg15952.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15952.t1	GO:0044444-cytoplasmic part(L=4)
jg7270.t1	GO:0000307-cyclin-dependent protein kinase holoenzyme complex(L=4)
jg7270.t1	GO:0005737-cytoplasm(L=4)
jg7270.t1	GO:0005829-cytosol(L=4)
jg7270.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7270.t1	GO:0044444-cytoplasmic part(L=4)
jg5798.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20856.t1	GO:0016021-integral component of membrane(L=4)
jg35309.t1	GO:0005737-cytoplasm(L=4)
jg35309.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg35309.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg35309.t1	GO:0044444-cytoplasmic part(L=4)
jg26254.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34221.t1	GO:0005737-cytoplasm(L=4)
jg34221.t1	GO:0016021-integral component of membrane(L=4)
jg34221.t1	GO:0019031-viral envelope(L=4)
jg34221.t1	GO:0019866-organelle inner membrane(L=4)
jg34221.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
jg34221.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34221.t1	GO:0044444-cytoplasmic part(L=4)
jg29187.t1	GO:0005737-cytoplasm(L=4)
jg29187.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg29187.t1	GO:0044444-cytoplasmic part(L=4)
jg23249.t1	GO:0005737-cytoplasm(L=4)
jg23249.t1	GO:0005829-cytosol(L=4)
jg23249.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23249.t1	GO:0044444-cytoplasmic part(L=4)
jg5260.t1	GO:0005737-cytoplasm(L=4)
jg5260.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5260.t1	GO:0044444-cytoplasmic part(L=4)
jg1420.t1	GO:0005737-cytoplasm(L=4)
jg1420.t1	GO:0005829-cytosol(L=4)
jg1420.t1	GO:0044444-cytoplasmic part(L=4)
jg10785.t1	GO:0005737-cytoplasm(L=4)
jg10785.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg10785.t1	GO:0044444-cytoplasmic part(L=4)
jg33842.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23083.t1	GO:0005737-cytoplasm(L=4)
jg23083.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23083.t1	GO:0044444-cytoplasmic part(L=4)
jg15102.t1	GO:0005737-cytoplasm(L=4)
jg15102.t1	GO:0009579-thylakoid(L=4)
jg15102.t1	GO:0016021-integral component of membrane(L=4)
jg15102.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15102.t1	GO:0044444-cytoplasmic part(L=4)
jg34722.t1	GO:0005737-cytoplasm(L=4)
jg34722.t1	GO:0005783-endoplasmic reticulum(L=4)
jg34722.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34722.t1	GO:0044444-cytoplasmic part(L=4)
jg25192.t1	GO:0031225-anchored component of membrane(L=4)
jg15284.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3424.t1	GO:0005737-cytoplasm(L=4)
jg3424.t1	GO:0005783-endoplasmic reticulum(L=4)
jg3424.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg3424.t1	GO:0044444-cytoplasmic part(L=4)
jg7701.t1	GO:0005737-cytoplasm(L=4)
jg7701.t1	GO:0009521-photosystem(L=4)
jg7701.t1	GO:0009579-thylakoid(L=4)
jg7701.t1	GO:0016021-integral component of membrane(L=4)
jg7701.t1	GO:0034357-photosynthetic membrane(L=4)
jg7701.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7701.t1	GO:0044436-thylakoid part(L=4)
jg7701.t1	GO:0044444-cytoplasmic part(L=4)
jg8423.t1	GO:0005737-cytoplasm(L=4)
jg8423.t1	GO:0005829-cytosol(L=4)
jg8423.t1	GO:0019866-organelle inner membrane(L=4)
jg8423.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8423.t1	GO:0044444-cytoplasmic part(L=4)
jg8423.t1	GO:0044455-mitochondrial membrane part(L=4)
jg15234.t1	GO:0005737-cytoplasm(L=4)
jg15234.t1	GO:0005829-cytosol(L=4)
jg15234.t1	GO:0044444-cytoplasmic part(L=4)
jg23192.t1	GO:0016021-integral component of membrane(L=4)
jg16691.t1	GO:0005737-cytoplasm(L=4)
jg16691.t1	GO:0009521-photosystem(L=4)
jg16691.t1	GO:0009579-thylakoid(L=4)
jg16691.t1	GO:0016021-integral component of membrane(L=4)
jg16691.t1	GO:0034357-photosynthetic membrane(L=4)
jg16691.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg16691.t1	GO:0044436-thylakoid part(L=4)
jg16691.t1	GO:0044444-cytoplasmic part(L=4)
jg24890.t1	GO:0016021-integral component of membrane(L=4)
jg20744.t1	GO:0005737-cytoplasm(L=4)
jg20744.t1	GO:0005829-cytosol(L=4)
jg20744.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg20744.t1	GO:0044444-cytoplasmic part(L=4)
jg16289.t1	GO:0005737-cytoplasm(L=4)
jg16289.t1	GO:0005829-cytosol(L=4)
jg16289.t1	GO:0044444-cytoplasmic part(L=4)
jg7667.t1	GO:0000229-cytoplasmic chromosome(L=4)
jg7667.t1	GO:0005694-chromosome(L=4)
jg7667.t1	GO:0005737-cytoplasm(L=4)
jg7667.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg7667.t1	GO:0044444-cytoplasmic part(L=4)
jg5543.t1	GO:0005737-cytoplasm(L=4)
jg5543.t1	GO:0005794-Golgi apparatus(L=4)
jg5543.t1	GO:0005829-cytosol(L=4)
jg5543.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg5543.t1	GO:0044444-cytoplasmic part(L=4)
jg23764.t1	GO:0000151-ubiquitin ligase complex(L=4)
jg23764.t1	GO:0005737-cytoplasm(L=4)
jg23764.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg23764.t1	GO:0044444-cytoplasmic part(L=4)
jg1566.t1	GO:0005737-cytoplasm(L=4)
jg1566.t1	GO:0044444-cytoplasmic part(L=4)
jg8879.t1	GO:0005737-cytoplasm(L=4)
jg8879.t1	GO:0016021-integral component of membrane(L=4)
jg8879.t1	GO:0019866-organelle inner membrane(L=4)
jg8879.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg8879.t1	GO:0044444-cytoplasmic part(L=4)
jg10948.t1	GO:0005737-cytoplasm(L=4)
jg10948.t1	GO:0005829-cytosol(L=4)
jg10948.t1	GO:0044444-cytoplasmic part(L=4)
jg14343.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15600.t1	GO:0005737-cytoplasm(L=4)
jg15600.t1	GO:0005829-cytosol(L=4)
jg15600.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg15600.t1	GO:0044444-cytoplasmic part(L=4)
jg34252.t1	GO:0005737-cytoplasm(L=4)
jg34252.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg34252.t1	GO:0044444-cytoplasmic part(L=4)
jg33143.t1	GO:0005737-cytoplasm(L=4)
jg33143.t1	GO:0016021-integral component of membrane(L=4)
jg33143.t1	GO:0043231-intracellular membrane-bounded organelle(L=4)
jg33143.t1	GO:0044444-cytoplasmic part(L=4)
jg8569.t1	GO:0005618-cell wall(L=4)
jg8569.t1	GO:0005737-cytoplasm(L=4)
jg8569.t1	GO:0005829-cytosol(L=4)
jg8569.t1	GO:0030529-intracellular ribonucleoprotein complex(L=4)
